dataset,mu_size,nu_size,cost,iterations,error,cost_rerr,time_unit,time,time_counter,gpu_mem_unit,peak_gpu_mem,combined_peak_gpu_ram,peak_gpu_util_pct,mean_gpu_util_pct,peak_ram_MiB,combined_peak_ram_MiB,max_cpu_util_pct,mean_cpu_util_pct,status,name,reg,maxiter
1D-exponential-32p,32,32,0.0646191812285361,11,4.2958492655619626e-17,,seconds,0.0,0.0024215076118707,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-exponential-32p,32,32,0.0553746845953665,11,2.9541276310451896e-17,,seconds,0.0,0.002462038770318,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-exponential-32p,32,32,0.1618518644794593,11,6.97350206824216e-17,,seconds,0.0,0.0025631226599216,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-exponential-32p,32,32,0.138618080870417,11,1.2816211345780716e-16,,seconds,0.0,0.0024307239800691,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-exponential-32p,32,32,0.069422032944019,11,3.274218758650567e-17,,seconds,0.0,0.0024231690913438,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-exponential-32p,32,32,0.1121132144987527,11,6.406745034707793e-17,,seconds,0.0,0.0023932363837957,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-exponential-32p,32,32,0.0531779089547876,11,4.4430599737083407e-17,,seconds,0.0,0.0025537386536598,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-exponential-32p,32,32,0.0688447652720194,11,4.718958039861916e-17,,seconds,0.0,0.0023342333734035,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-exponential-32p,32,32,0.0746537018151618,11,5.238750013840908e-17,,seconds,0.0,0.0022967606782913,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-exponential-32p,32,32,0.1168641424561499,11,1.110223057722614e-16,,seconds,0.0,0.002369251102209,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-exponential-32p,32,32,0.070817749330704,11,5.953918712820787e-17,,seconds,0.0,0.0023692715913057,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-exponential-32p,32,32,0.0611609889029172,11,4.046035655711836e-17,,seconds,0.0,0.0024028290063142,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-exponential-32p,32,32,0.0429918548627237,11,7.152448122690995e-17,,seconds,0.0,0.002230642363429,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-exponential-32p,32,32,0.0502778649870784,11,5.979136609301385e-17,,seconds,0.0,0.0023116376250982,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-exponential-32p,32,32,0.0713616951725155,11,3.1868905207277776e-17,,seconds,0.0,0.0023354012519121,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-exponential-32p,32,32,0.0576036570274714,11,5.2157224297761193e-17,,seconds,0.0,0.0022711511701345,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-exponential-32p,32,32,0.0551452201545935,11,7.882977442684294e-17,,seconds,0.0,0.0023525897413492,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-exponential-32p,32,32,0.0967141374895153,11,4.678128218194648e-17,,seconds,0.0,0.0022555515170097,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-exponential-32p,32,32,0.1220109368154206,11,3.222105849667643e-17,,seconds,0.0,0.0023396294564008,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-exponential-32p,32,32,0.0312424773100519,11,3.260691844427717e-17,,seconds,0.2230420112609863,0.0037073791027069,megabytes,88268.0,88268.0,0.0,0.0,0.02260992,0.02260992,0.0,0.0,success,sinkhorn,1.0,100000
1D-exponential-32p,32,32,0.0415117377453019,11,1.1529066606916315e-16,,seconds,0.0,0.0023400355130434,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-exponential-32p,32,32,0.1767373668689201,11,1.1113174103853602e-16,,seconds,0.0,0.0023186076432466,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-exponential-32p,32,32,0.0924884840021402,11,8.47710216111312e-17,,seconds,0.0,0.0023337937891483,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-exponential-32p,32,32,0.0928017310188832,11,7.018984523227906e-17,,seconds,0.0,0.0023006089031696,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-exponential-32p,32,32,0.0457925997529587,11,3.4269022108100747e-17,,seconds,0.0,0.0024118144065141,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-exponential-32p,32,32,0.0170854178810128,11,3.1813529135542146e-17,,seconds,0.0,0.002416830509901,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-exponential-32p,32,32,0.1681108483965198,11,6.144356513622011e-17,,seconds,0.0,0.0023605693131685,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-exponential-32p,32,32,0.0725665260599872,11,7.05928022612927e-17,,seconds,0.0,0.0024822186678647,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-exponential-32p,32,32,0.1854164778314968,11,5.28450415778197e-17,,seconds,0.0,0.0024998299777507,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-exponential-32p,32,32,0.0605628589298272,11,5.774310535657398e-17,,seconds,0.0,0.002416044473648,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-exponential-64p,64,64,0.0728395294556118,11,4.532457873366333e-17,,seconds,0.5979881286621094,0.4836270902305841,megabytes,88268.0,88268.0,0.0,0.0,0.044597248,0.044597248,0.53515625,0.36328125,success,sinkhorn,1.0,100000
1D-exponential-64p,64,64,0.0252750405859267,11,6.211229542816648e-17,,seconds,0.0,0.0024296455085277,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-exponential-64p,64,64,0.0629489703331426,11,4.0161752058697714e-17,,seconds,0.0,0.0024116244167089,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-exponential-64p,64,64,0.1934168519173675,11,5.611199448314715e-17,,seconds,0.0,0.0024386402219533,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-exponential-64p,64,64,0.1389952997100531,11,8.044234977754509e-17,,seconds,0.0,0.0024868417531251,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-exponential-64p,64,64,0.0710571445048636,11,3.4677058623772465e-17,,seconds,0.0,0.0027711670845746,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-exponential-64p,64,64,0.0678892089563774,11,5.623822615044338e-17,,seconds,0.0,0.0024277195334434,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-exponential-64p,64,64,0.0373230634631226,11,4.1667230966197946e-17,,seconds,0.0,0.002447172999382,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-exponential-64p,64,64,0.0772763025852265,11,5.292787097262618e-17,,seconds,0.0,0.00242555513978,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
1D-exponential-64p,64,64,0.0596357864990778,11,7.137946097704576e-17,,seconds,0.0,0.0023697391152381,megabytes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success,sinkhorn,1.0,100000
