dataset,mu_size,nu_size,cost,iterations,error,cost_rerr,time_unit,time,time_counter,gpu_mem_unit,peak_gpu_mem,combined_peak_gpu_ram,peak_gpu_util_pct,mean_gpu_util_pct,peak_ram_MiB,combined_peak_ram_MiB,max_cpu_util_pct,mean_cpu_util_pct,status,name,reg,maxiter,tol,learning_rate,momentum,residual_l2,exception
1D-gaussian-1c-32p,32,32,0.5419811850046627,1000000,0.0002157559643019,,seconds,61.54876351356506,61.47356150299311,megabytes,544.0,544.0,99.0,89.1444866920152,0.235454464,0.235454464,0.84765625,0.7782586739543723,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002157559643019,
1D-gaussian-1c-32p,32,32,0.0859699988929151,1000000,0.0002148768266521,,seconds,74.22278118133545,74.18554714135826,megabytes,544.0,544.0,99.0,91.82692307692308,0.23549952,0.23549952,0.821875,0.7799779647435894,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002148768266521,
1D-gaussian-1c-32p,32,32,1.2614355176261918,1000000,0.0002165314585395,,seconds,38.03029775619507,38.04789382778108,megabytes,544.0,544.0,82.0,81.45098039215686,0.235429888,0.235429888,0.82109375,0.7800704656862749,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002165314585395,
1D-gaussian-1c-32p,32,32,0.3219983132761996,1000000,0.0002143891119364,,seconds,38.56615686416626,38.49061917327344,megabytes,544.0,544.0,82.0,80.2125,0.235360256,0.235360256,0.82109375,0.7771337890625002,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002143891119364,
1D-gaussian-1c-32p,32,32,0.0452892138917528,1000000,0.0002136854941367,,seconds,37.86613416671753,37.693503411486745,megabytes,544.0,544.0,83.0,81.59872611464968,0.235401216,0.235401216,0.81015625,0.7737758757961785,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002136854941367,
1D-gaussian-1c-32p,32,32,0.3886141005245459,1000000,0.0002153614749879,,seconds,37.34194016456604,37.233665166422725,megabytes,544.0,544.0,84.0,82.82389937106919,0.23535616,0.23535616,0.81875,0.7771717767295596,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002153614749879,
1D-gaussian-1c-32p,32,32,0.0841808367150928,1000000,0.0002126860773235,,seconds,72.66189956665039,72.60889452137053,megabytes,544.0,544.0,99.0,91.23717948717947,0.235433984,0.235433984,0.83125,0.779910356570513,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002126860773235,
1D-gaussian-1c-32p,32,32,0.102369828884867,1000000,0.0002123896299726,,seconds,80.8366711139679,80.68217090517282,megabytes,544.0,544.0,99.0,91.86416184971098,0.235462656,0.235462656,0.8453125,0.7770908598265895,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002123896299726,
1D-gaussian-1c-32p,32,32,0.1013836117290884,1000000,0.0002126817155283,,seconds,37.310389280319214,37.31450528092682,megabytes,544.0,544.0,84.0,82.57792207792208,0.235384832,0.235384832,0.81953125,0.7792613636363632,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002126817155283,
1D-gaussian-1c-32p,32,32,0.093016214223001,1000000,0.000212122410821,,seconds,38.424575090408325,38.35317806340754,megabytes,544.0,544.0,82.0,80.23780487804878,0.235425792,0.235425792,0.81484375,0.7779344512195127,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.000212122410821,
1D-gaussian-1c-32p,32,32,0.0699392406789037,1000000,0.0002145940553701,,seconds,78.19490385055542,78.03705558739603,megabytes,544.0,544.0,99.0,91.85714285714286,0.23533568,0.23533568,0.81796875,0.7773318768996964,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002145940553701,
1D-gaussian-1c-32p,32,32,0.0316256577274275,1000000,0.0002149558508056,,seconds,37.20758867263794,37.13237562030554,megabytes,544.0,544.0,84.0,83.04605263157895,0.235384832,0.235384832,0.815625,0.776845189144737,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002149558508056,
1D-gaussian-1c-32p,32,32,0.1430705235848352,1000000,0.0002139155586377,,seconds,37.295623540878296,37.13473300077021,megabytes,544.0,544.0,84.0,83.11949685534591,0.23537664,0.23537664,0.82109375,0.7745283018867921,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002139155586377,
1D-gaussian-1c-32p,32,32,0.2503216374474322,1000000,0.0002152469803371,,seconds,37.879318714141846,37.76179822348058,megabytes,544.0,544.0,83.0,81.99350649350649,0.23537664,0.23537664,0.81875,0.775857345779221,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002152469803371,
1D-gaussian-1c-32p,32,32,0.0734126978719072,1000000,0.0002132865667258,,seconds,38.232303619384766,38.06520892865956,megabytes,544.0,544.0,83.0,80.82389937106919,0.23545856,0.23545856,0.81328125,0.7742384040880504,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002132865667258,
1D-gaussian-1c-32p,32,32,0.0318063495715596,1000000,0.0002145812344102,,seconds,37.21253991127014,37.12135149911046,megabytes,544.0,544.0,84.0,83.2258064516129,0.23556096,0.23556096,0.8296875,0.7773387096774195,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002145812344102,
1D-gaussian-1c-32p,32,32,0.1820779780766778,1000000,0.0002131733090748,,seconds,71.50206327438354,71.50833915919065,megabytes,544.0,544.0,99.0,91.29431438127092,0.23543808,0.23543808,0.81953125,0.7786266722408028,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002131733090748,
1D-gaussian-1c-32p,32,32,0.2669255717210217,1000000,0.0002147891768013,,seconds,43.046974420547485,42.893108224496245,megabytes,544.0,544.0,99.0,84.75,0.23539712,0.23539712,0.8265625,0.777505817819149,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002147891768013,
1D-gaussian-1c-32p,32,32,0.0380257211119774,1000000,0.0002136202664844,,seconds,37.93490648269653,37.78431780077517,megabytes,544.0,544.0,83.0,81.55421686746988,0.235401216,0.235401216,0.8171875,0.7785156250000004,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002136202664844,
1D-gaussian-1c-32p,32,32,0.5129605684805345,1000000,0.0002152827025745,,seconds,37.5287504196167,37.509953470900655,megabytes,544.0,544.0,83.0,82.10493827160494,0.2354176,0.2354176,0.81953125,0.7792679398148147,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002152827025745,
1D-gaussian-1c-32p,32,32,0.021006845663047,1000000,0.0002128034453208,,seconds,38.26030516624451,38.1011562589556,megabytes,544.0,544.0,83.0,80.95731707317073,0.235532288,0.235532288,0.81953125,0.7768769054878049,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002128034453208,
1D-gaussian-1c-32p,32,32,0.0296172365144237,1000000,0.0002142238307597,,seconds,37.05863666534424,37.044017259031534,megabytes,544.0,544.0,84.0,83.51592356687898,0.235552768,0.235552768,0.81640625,0.7757862261146494,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002142238307597,
1D-gaussian-1c-32p,32,32,0.0903208918876428,1000000,0.0002120757346445,,seconds,37.37713980674744,37.28462200053036,megabytes,544.0,544.0,90.0,82.97419354838709,0.2354176,0.2354176,0.8171875,0.7797278225806453,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002120757346445,
1D-gaussian-1c-32p,32,32,0.0213472746186061,1000000,0.0002149725171365,,seconds,38.3015558719635,38.20920665375888,megabytes,544.0,544.0,89.0,81.33939393939394,0.235421696,0.235421696,0.81796875,0.7765009469696968,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002149725171365,
1D-gaussian-1c-32p,32,32,0.1050295109127924,1000000,0.0002135216163115,,seconds,37.99000597000122,37.95011813938618,megabytes,544.0,544.0,83.0,81.06410256410257,0.235606016,0.235606016,0.81640625,0.7772235576923074,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002135216163115,
1D-gaussian-1c-32p,32,32,0.4850840341811369,1000000,0.0002155882455665,,seconds,41.24891781806946,41.19288855046034,megabytes,544.0,544.0,99.0,84.80813953488372,0.235585536,0.235585536,0.81796875,0.7780296148255812,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002155882455665,
1D-gaussian-1c-32p,32,32,0.2909924546283163,1000000,0.0002154575755252,,seconds,92.66563367843628,92.61953832022846,megabytes,544.0,544.0,99.0,94.12090680100756,0.23549952,0.23549952,0.82265625,0.7786110673803522,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002154575755252,
1D-gaussian-1c-32p,32,32,0.0315533179729425,1000000,0.0002141967987063,,seconds,37.521788120269775,37.43324216082692,megabytes,544.0,544.0,84.0,82.49044585987261,0.235446272,0.235446272,0.81875,0.7764928343949049,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002141967987063,
1D-gaussian-1c-32p,32,32,0.5020305439029202,1000000,0.0002151266110168,,seconds,37.21425342559815,37.09593980014324,megabytes,544.0,544.0,84.0,83.17682926829268,0.235708416,0.235708416,0.840625,0.7780344893292686,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002151266110168,
1D-gaussian-1c-32p,32,32,0.8251811997065583,1000000,0.0002160288494643,,seconds,51.42177414894104,51.341957004740834,megabytes,544.0,544.0,99.0,86.03056768558952,0.23558144,0.23558144,0.846875,0.776688728165939,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002160288494643,
1D-gaussian-1c-64p,64,64,0.5421801102244076,1000000,0.000306536828969,,seconds,44.8308687210083,44.67850581929088,megabytes,544.0,544.0,82.0,79.37948717948719,0.258613248,0.258613248,0.8203125,0.7715384615384615,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.000306536828969,
1D-gaussian-1c-64p,64,64,0.0868576529210252,1000000,0.000304681225149,,seconds,51.29182004928589,51.30239002965391,megabytes,544.0,544.0,99.0,82.83944954128441,0.23717888,0.23717888,0.82265625,0.7795298165137617,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.000304681225149,
1D-gaussian-1c-64p,64,64,1.260606965265511,1000000,0.000308973499197,,seconds,52.91500306129456,52.865243304520845,megabytes,544.0,544.0,99.0,83.79910714285714,0.237195264,0.237195264,0.83984375,0.7792619977678573,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.000308973499197,
1D-gaussian-1c-64p,64,64,0.3227519146028051,1000000,0.0003035845070801,,seconds,51.417142152786255,51.30847052112222,megabytes,544.0,544.0,99.0,82.65116279069767,0.237056,0.237056,0.82578125,0.7778488372093019,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0003035845070801,
1D-gaussian-1c-64p,64,64,0.0464466040895833,1000000,0.0003019588527272,,seconds,44.18902134895325,44.15380079112947,megabytes,544.0,544.0,81.0,80.13684210526316,0.23721984,0.23721984,0.85234375,0.7789226973684211,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0003019588527272,
1D-gaussian-1c-64p,64,64,0.3890598935085528,1000000,0.0003058002531214,,seconds,44.65921068191528,44.52634985744953,megabytes,544.0,544.0,81.0,79.46808510638297,0.237056,0.237056,0.81953125,0.7761053856382978,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0003058002531214,
1D-gaussian-1c-64p,64,64,0.0854389575248741,1000000,0.000299944016239,,seconds,44.41126894950867,44.22454571165144,megabytes,544.0,544.0,81.0,79.93085106382979,0.2371584,0.2371584,0.834375,0.7759599401595745,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.000299944016239,
1D-gaussian-1c-64p,64,64,0.1036632177280066,1000000,0.0002993431268268,,seconds,44.50909113883972,44.440154707059264,megabytes,544.0,544.0,81.0,79.42934782608695,0.237162496,0.237162496,0.84140625,0.7776961616847828,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002993431268268,
1D-gaussian-1c-64p,64,64,0.1026197972637513,1000000,0.0003000368877636,,seconds,44.33100914955139,44.29531286284328,megabytes,544.0,544.0,81.0,79.69189189189188,0.237023232,0.237023232,0.81640625,0.7778082770270267,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0003000368877636,
1D-gaussian-1c-64p,64,64,0.0942927074211723,1000000,0.0002996004405089,,seconds,44.555848360061646,44.45568677596748,megabytes,544.0,544.0,81.0,79.66842105263157,0.237174784,0.237174784,0.81640625,0.779703947368421,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002996004405089,
1D-gaussian-1c-64p,64,64,0.0709013986395697,1000000,0.0003040578816535,,seconds,44.24110460281372,44.19958466105163,megabytes,544.0,544.0,81.0,80.07329842931937,0.23699456,0.23699456,0.81796875,0.7781086387434554,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0003040578816535,
