dataset,mu_size,nu_size,cost,iterations,error,cost_rerr,time_unit,time,time_counter,gpu_mem_unit,peak_gpu_mem,combined_peak_gpu_ram,peak_gpu_util_pct,mean_gpu_util_pct,peak_ram_MiB,combined_peak_ram_MiB,max_cpu_util_pct,mean_cpu_util_pct,status,name,reg,maxiter,tol,learning_rate,momentum,residual_l2,exception
1D-exponential-32p,,,0.1867910208935618,1000000,0.0002243167008704,,seconds,39.55182409286499,39.371400751173496,megabytes,88268.0,88268.0,82.0,78.4311377245509,0.248365056,0.248365056,0.8171875,0.7771472679640722,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002243167008704,
1D-exponential-32p,,,0.0704553741641987,1000000,0.0002252099854371,,seconds,39.80741906166077,39.64181188121438,megabytes,88268.0,88268.0,81.0,77.92168674698796,0.248274944,0.248274944,0.815625,0.7767554593373492,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002252099854371,
1D-exponential-32p,,,0.0718639846780189,1000000,0.0002098242800976,,seconds,39.43699073791504,39.434734269976616,megabytes,88268.0,88268.0,81.0,78.24242424242425,0.248324096,0.248324096,0.8296875,0.7781202651515149,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002098242800976,
1D-exponential-32p,,,0.0936592644378386,1000000,0.0002012927648937,,seconds,39.18034982681274,39.07638515904546,megabytes,88268.0,88268.0,81.0,79.17261904761905,0.248356864,0.248356864,0.8171875,0.7793387276785714,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002012927648937,
1D-exponential-32p,,,0.056923502496934,1000000,0.0002337306162268,,seconds,39.305551290512085,39.09963713400066,megabytes,88268.0,88268.0,81.0,78.9030303030303,0.248553472,0.248553472,0.81875,0.7746874999999999,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002337306162268,
1D-exponential-32p,,,0.1177293005008998,1000000,0.0002302054456045,,seconds,39.21352767944336,39.20719989389181,megabytes,88268.0,88268.0,81.0,78.55357142857143,0.24838144,0.24838144,0.840625,0.7796735491071428,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002302054456045,
1D-exponential-32p,,,0.0470144705777868,1000000,0.0002187445931051,,seconds,38.45143246650696,38.31550306640565,megabytes,88268.0,88268.0,82.0,80.36526946107784,0.248369152,0.248369152,0.81796875,0.7781249999999995,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002187445931051,
1D-exponential-32p,,,0.0565217888495822,1000000,0.0002122637903779,,seconds,38.45583128929138,38.28237295523286,megabytes,88268.0,88268.0,82.0,80.0828402366864,0.24848384,0.24848384,0.82734375,0.7762943786982245,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002122637903779,
1D-exponential-32p,,,0.061814788828964,1000000,0.0002143138241825,,seconds,38.59846043586731,38.44077110290527,megabytes,88268.0,88268.0,82.0,80.05590062111801,0.2484224,0.2484224,0.8125,0.7768099767080746,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002143138241825,
1D-exponential-32p,,,0.0427519679033057,1000000,0.0002223837125696,,seconds,40.03267765045166,40.02453257329762,megabytes,88268.0,88268.0,80.0,77.13690476190476,0.24846336,0.24846336,0.8171875,0.7784970238095242,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002223837125696,
1D-exponential-32p,,,0.0446810142251406,1000000,0.0002288524778044,,seconds,39.95617985725403,39.873643044382334,megabytes,88268.0,88268.0,82.0,77.5680473372781,0.248455168,0.248455168,0.8140625,0.7765162721893497,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002288524778044,
1D-exponential-32p,,,0.0742748847762901,1000000,0.0002281799590979,,seconds,39.00702118873596,38.83618521876633,megabytes,88268.0,88268.0,82.0,79.30952380952381,0.248553472,0.248553472,0.81640625,0.7757114955357144,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002281799590979,
1D-exponential-32p,,,0.1395833878140339,1000000,0.0002217665926823,,seconds,38.77679443359375,38.746124187484384,megabytes,88268.0,88268.0,82.0,79.65,0.248553472,0.248553472,0.8203125,0.7786523437500004,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002217665926823,
1D-exponential-32p,,,0.1694865935622996,1000000,0.0002254485203271,,seconds,39.472092390060425,39.31289496272802,megabytes,88268.0,88268.0,82.0,78.39880952380952,0.248414208,0.248414208,0.8125,0.7766136532738089,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002254485203271,
1D-exponential-32p,,,0.0762968874486005,1000000,0.0002299858617037,,seconds,38.82758116722107,38.81795256584883,megabytes,88268.0,88268.0,83.0,79.44303797468355,0.248471552,0.248471552,0.81484375,0.7812747231012654,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002299858617037,
1D-exponential-32p,,,0.0708599969020858,1000000,0.0002238420976785,,seconds,38.36245656013489,38.36104765534401,megabytes,88268.0,88268.0,82.0,79.9047619047619,0.248492032,0.248492032,0.815625,0.7810128348214281,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002238420976785,
1D-exponential-32p,,,0.1137375896210975,1000000,0.0002323309232755,,seconds,37.62878823280335,37.62877298519015,megabytes,88268.0,88268.0,83.0,81.44375,0.248541184,0.248541184,0.84453125,0.7812207031249999,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002323309232755,
1D-exponential-32p,,,0.0542123163996089,1000000,0.0002098971950682,,seconds,39.19501066207886,39.01922785490751,megabytes,88268.0,88268.0,81.0,78.86826347305389,0.248614912,0.248614912,0.81484375,0.7766654191616766,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002098971950682,
1D-exponential-32p,,,0.1231561251166965,1000000,0.0002128722607521,,seconds,38.1272919178009,37.95593002438545,megabytes,88268.0,88268.0,82.0,81.01829268292683,0.248598528,0.248598528,0.8234375,0.7745712652439026,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002128722607521,
1D-exponential-32p,,,0.0325764884829066,1000000,0.0002298105165958,,seconds,39.49691033363342,39.38320588506758,megabytes,88268.0,88268.0,83.0,78.55828220858896,0.248537088,0.248537088,0.8234375,0.7773677147239265,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002298105165958,
1D-exponential-32p,,,0.0519134765676395,1000000,0.0002272689233043,,seconds,38.25603556632996,37.976916305720806,megabytes,88268.0,88268.0,82.0,80.66463414634147,0.248758272,0.248758272,0.81484375,0.7775009527439024,success,sgd,1.0,1000000,1e-06,0.002,0.9,0.0002272689233043,
